,customer_age,customer_sex,customer_number_of_dependents,customer_education,customer_civil_status,customer_salary_range,customer_relationship_length,customer_available_credit_limit,credit_card_classification,total_products,period_inactive,contacts_in_last_year,credit_card_debt_balance,remaining_credit_limit,transaction_amount_ratio,total_transaction_amount,total_transaction_count,transaction_count_ratio,average_utilization,account_status,customer_available_credit_limit_below_1450,total_products_0_5,total_products_6_10,total_products_more_than_10,period_inactive_0_3,credit_card_debt_balance_0,transaction_amount_ratio_0_05,transaction_amount_ratio_05_1,transaction_amount_ratio_1_2,transaction_amount_ratio_more_than_2,total_transaction_count_0_25,total_transaction_count_26_50,total_transaction_count_51_100,total_transaction_count_more_than_100,transaction_count_ratio_0_05,transaction_count_ratio_05_1,transaction_count_ratio_1_2,transaction_count_ratio_more_than_2,average_utilization_0_02,average_utilization_02_06,average_utilization_more_than_06
9192,46.0,M,4,College,Single,120K and more,36,8.96098117384356,Blue,5,2,1,1705,8.714074899541522,0.597,7.002155954403621,39,0.696,0.219,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
8132,34.0,M,1,Graduate,Single,below 40K,28,7.889459149404524,Blue,1,6,3,1649,6.927557906278317,0.63,10.315530976004416,74,0.609,0.618,open,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6409,50.0,M,2,Post-Graduate,Married,80-120K,45,7.532088143541722,Blue,6,3,2,1478,5.963579343618446,0.727,8.318010277546872,70,0.707,0.792,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8667,45.0,M,3,High School,Unknown,80-120K,34,10.182557648139346,Blue,1,2,3,1655,10.117913213230615,0.92,10.936725415239998,81,0.723,0.063,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4112,38.0,F,3,Unknown,Unknown,40-60K,36,8.163086375583216,Blue,6,1,3,1819,7.432483807917119,0.894,8.457867725331422,84,0.909,0.518,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2764,43.0,M,5,Graduate,Single,,33,7.271217139609844,Blue,4,2,1,0,7.271217139609844,0.643,8.413830678421084,80,0.569,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8649,,F,0,Graduate,Divorced,below 40K,23,8.247482004285693,Blue,5,1,3,584,8.081475040137052,0.7,7.988542982737695,87,0.706,0.153,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
543,48.0,F,3,Doctorate,Single,,39,7.404887575616125,Blue,3,3,4,500,7.042286171939743,0.784,7.803843303538772,45,0.406,0.304,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
7291,41.0,M,3,Graduate,Divorced,60-80K,27,8.6628507638386,Blue,5,2,2,0,8.6628507638386,0.851,8.336390480591552,80,0.86,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9245,49.0,M,0,High School,Single,80-120K,39,9.902937401230647,Blue,2,1,3,1291,6.835184586147301,0.785,,98,0.815,0.581,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
673,55.0,F,1,Post-Graduate,Married,Unknown,42,7.990576881743923,Blue,1,3,3,1896,6.963189985870238,0.81,8.443331342817782,79,0.612,0.642,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8590,45.0,F,3,Graduate,Married,below 40K,31,9.085797036901582,Blue,4,1,0,901,8.978156076009824,0.825,7.550661243105336,45,0.667,0.102,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
7413,48.0,F,2,Unknown,Single,below 40K,36,11.35679783225875,Blue,4,3,2,2390,8.869960510523953,0.727,8.193123721512068,68,0.619,0.251,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5001,41.0,M,4,High School,Married,80-120K,29,9.4054136126953,Blue,4,2,1,2517,9.173365135851288,0.864,8.256607344626158,71,0.775,0.207,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2825,,F,1,Graduate,Single,below 40K,52,7.271217139609844,Blue,3,3,1,0,7.271217139609844,0.925,8.177515823846075,67,4.305,0.0,open,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
4858,58.0,M,0,Doctorate,Single,below 40K,46,7.271217139609844,Blue,6,4,3,0,7.271217139609844,0.808,,82,0.822,0.0,open,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4179,49.0,M,4,Unknown,Unknown,80-120K,29,10.298565567757805,Blue,2,2,2,2517,10.209979112224897,0.769,8.941152882160566,86,0.564,0.085,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9533,32.0,F,2,Graduate,Divorced,Unknown,27,10.427594586608032,Silver,2,3,1,1526,10.381366341153338,0.879,9.629050706834368,126,0.8,0.045,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
1002,54.0,M,1,Uneducated,Married,120K and more,40,9.399803036921504,Blue,4,1,2,1264,9.28933637820268,0.986,9.652394528314963,91,0.717,0.105,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7516,44.0,M,3,Uneducated,Single,40-60K,30,7.344072850573066,Blue,3,3,2,0,7.344072850573066,0.792,8.3774712482411,63,0.615,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6938,48.0,M,2,Doctorate,Single,40-60K,42,7.9229859587111955,Blue,6,3,2,0,7.9229859587111955,0.576,7.472500744737558,34,0.214,0.0,closed,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6261,35.0,M,3,Graduate,Single,40-60K,30,9.101529466118004,Blue,3,1,3,1226,8.954544488386723,0.84,7.850882664809852,59,0.735,0.137,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2279,63.0,F,1,Unknown,Married,40-60K,49,8.052296499538647,Blue,3,1,3,1819,7.186901020411631,0.497,7.338888133838879,35,0.522,0.579,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
6218,50.0,F,1,Uneducated,Married,below 40K,33,8.058327306580958,Blue,6,4,4,1180,7.590852123688581,1.0,8.226840890408578,68,0.7,0.373,open,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
10011,41.0,M,2,Graduate,Single,40-60K,30,9.781658844170995,Silver,5,2,3,1081,9.718662865524054,1.087,8.210668031162976,81,0.723,0.061,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
8388,47.0,F,5,Unknown,Unknown,below 40K,42,7.831617276352611,Blue,2,1,2,1584,6.840546529288687,0.76,9.08839870117094,95,0.759,0.629,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6204,45.0,F,2,Graduate,Single,below 40K,33,7.307872780763706,Blue,1,3,4,0,7.307872780763706,0.502,7.81156848934518,38,0.267,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
223,50.0,F,4,High School,Married,40-60K,36,7.2991214627108,Blue,6,1,1,1004,6.163314804034641,0.827,8.540128162698734,75,0.974,0.679,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
3777,46.0,M,4,Uneducated,Single,80-120K,28,9.895606579085252,Blue,4,3,2,1178,9.834405391348684,0.909,7.401231264413015,49,0.633,0.059,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
5296,52.0,,1,Graduate,Married,60-80K,43,8.880029117468442,Blue,3,3,2,2014,8.551208070003515,0.649,7.055312843339752,26,0.733,0.28,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5538,,M,1,Unknown,Married,120K and more,40,8.925587339030281,Blue,3,3,2,1057,8.774158291205957,1.197,7.837159650001675,62,1.138,0.141,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
1036,45.0,M,3,Graduate,Unknown,60-80K,35,9.238927828828094,Blue,3,3,3,753,9.162934249578912,0.858,8.372398606513004,81,0.761,0.073,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9220,44.0,M,3,Graduate,Single,40-60K,40,9.126850061477157,Blue,1,3,1,1230,8.983314293397749,0.591,9.639977632055333,123,0.685,0.134,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8525,43.0,,2,Graduate,Married,below 40K,32,7.969011781106478,Blue,2,3,1,1392,7.311886164077165,0.736,8.350666240520924,77,0.791,0.482,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
580,,,1,Graduate,Married,80-120K,36,10.947590855703845,Blue,5,3,2,782,8.618123909994678,0.931,7.440146680662688,34,0.889,0.124,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
605,51.0,F,2,Graduate,Divorced,Unknown,36,7.634820677745543,Blue,5,3,3,1802,5.58724865840025,0.651,8.389814262086407,91,0.75,0.871,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8939,49.0,F,3,Uneducated,Single,Unknown,38,9.46187699779161,Blue,6,2,1,0,9.46187699779161,0.646,7.206377291472252,27,0.286,0.0,open,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3047,,M,2,College,Married,120K and more,36,10.209390119018103,Blue,6,3,2,1547,10.15073817919357,0.487,7.336285660021297,38,0.267,0.057,open,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3126,38.0,F,2,College,Married,below 40K,33,8.13739583005665,Blue,1,3,2,1405,7.608374474380783,0.843,8.358666283188,75,0.596,0.411,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5190,64.0,M,0,Unknown,Married,,51,7.932721027481948,Blue,3,3,4,1201,7.368970402194793,0.372,7.415776975415394,39,0.625,0.431,open,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5546,46.0,,1,College,Unknown,,35,7.69484807238461,Blue,5,3,3,461,7.459338895220296,0.636,7.578145472419466,42,0.448,0.21,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5168,42.0,M,2,Graduate,Divorced,80-120K,35,8.821584877430965,Blue,5,3,1,1359,8.597851094433691,0.737,8.141481041457421,65,0.512,0.2,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3619,,F,2,Graduate,Single,Unknown,25,9.242710752006634,Blue,4,1,4,514,9.191667106710561,0.708,7.8083230503910555,68,0.838,0.05,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
6915,52.0,M,2,High School,Single,80-120K,43,9.360224821513475,Blue,4,3,3,2517,9.116029692504942,0.457,7.404279118037268,43,0.483,0.217,closed,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4085,41.0,M,5,Graduate,Married,80-120K,37,9.439704535103449,Blue,1,3,2,2517,9.21642184229205,0.875,9.03145291191651,82,0.64,0.2,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
3758,36.0,,2,Unknown,Married,40-60K,25,8.47407690034261,Blue,3,1,2,1257,8.16961956172385,1.134,7.335633981927201,29,0.933,0.262,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
2874,42.0,M,4,Uneducated,Married,80-120K,35,12.646402840964418,Silver,1,2,3,1420,10.407167708141248,0.848,,110,0.803,0.041,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3104,38.0,M,2,Unknown,Married,80-120K,18,7.683403681053826,Blue,6,1,2,1475,6.546785410760524,1.158,7.802618063442671,46,1.3,0.679,open,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
3833,62.0,F,1,High School,Unknown,40-60K,56,8.244596756382498,Blue,3,5,1,2517,7.162397497355718,0.506,7.461065514354283,36,0.5,0.661,closed,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
4848,43.0,M,3,Graduate,Unknown,80-120K,30,8.084562415235304,Blue,3,1,4,2260,6.891625897052253,0.711,7.746300662231439,39,0.857,0.697,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
6310,36.0,,2,College,Single,60-80K,24,10.044639832292011,Blue,5,2,5,840,10.007487142554613,0.739,7.932721027481948,73,0.698,0.036,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9394,43.0,,1,High School,Single,40-60K,36,9.006509131694346,Blue,5,2,1,0,9.006509131694346,0.663,8.292047637431354,73,0.553,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2383,47.0,F,2,High School,Married,below 40K,37,7.988203597022576,Blue,6,1,1,2338,6.410174881966167,0.58,8.458928283284262,70,0.628,0.794,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5725,41.0,M,4,Graduate,Married,80-120K,27,9.414912537704957,Blue,4,2,4,0,9.414912537704957,0.543,8.429017500512511,67,0.811,0.0,open,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
10021,35.0,F,1,Graduate,Single,40-60K,16,7.842278779117352,Blue,3,2,2,1348,7.088408778675395,0.877,8.329658067569396,75,0.596,0.529,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
2590,31.0,F,1,High School,Divorced,below 40K,25,7.592870287844818,Blue,2,1,3,0,7.592870287844818,1.05,8.475120414994329,73,0.921,0.0,open,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3229,26.0,,1,High School,Single,below 40K,13,7.784889295655098,Blue,3,2,3,1198,7.095064377287131,0.501,7.898039690764619,63,0.5,0.498,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2064,43.0,F,1,Graduate,Single,below 40K,36,7.9676267393338165,Blue,2,3,2,0,7.9676267393338165,0.587,7.75190533307861,50,0.429,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
9771,48.0,M,4,Graduate,Married,60-80K,36,10.449178263628198,Gold,1,6,1,0,10.449178263628198,0.72,8.908694592507015,100,0.562,0.0,open,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9281,39.0,F,4,Post-Graduate,Married,below 40K,22,8.604104563405533,Blue,3,3,1,1108,8.377011160816375,1.021,7.891330757661889,67,0.675,0.203,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1707,39.0,,1,Uneducated,Married,40-60K,36,8.093156697722637,Blue,4,1,4,2323,6.855408798609928,1.123,8.46863300080086,86,0.593,0.71,open,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
8689,26.0,F,0,College,Married,40-60K,13,7.605890001053122,Blue,2,3,3,1070,6.84587987526405,0.906,8.195609567288775,85,0.635,0.532,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1591,46.0,F,2,Doctorate,Married,below 40K,33,7.880048200971577,Blue,2,3,1,1517,7.027314514039777,0.721,8.479491324232226,83,0.804,0.574,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
6468,30.0,F,0,Graduate,Divorced,below 40K,18,8.343553835005117,Blue,5,1,1,996,8.073091199693154,0.705,8.894533135798554,68,0.7,0.237,closed,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
8651,44.0,F,2,Uneducated,Divorced,40-60K,27,8.631949428714426,Blue,4,2,3,1243,8.381373468273702,0.497,8.250358951477294,74,0.396,0.222,open,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2378,65.0,M,1,High School,Married,below 40K,47,7.472500744737558,Blue,3,2,1,0,7.472500744737558,1.058,6.710523109452428,18,0.5,0.0,closed,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5256,56.0,F,2,Graduate,Divorced,below 40K,45,7.580699752224563,Blue,4,2,4,1690,5.598421958998375,0.63,8.261009786023827,67,0.558,0.862,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
823,32.0,M,1,Graduate,Divorced,40-60K,19,8.204398418149381,Blue,2,3,5,1135,7.8328075165248645,0.795,9.694986277958789,94,0.808,0.31,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1067,41.0,,5,Graduate,Single,120K and more,29,8.557759153162898,Blue,5,2,2,1748,8.148734808937169,1.073,7.177782416195197,26,1.0,0.336,open,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3858,43.0,,4,Uneducated,Married,below 40K,30,7.641084249174914,Blue,2,2,3,1794,5.662960480135946,0.735,8.138272638530186,48,0.92,0.862,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
3448,,M,1,Doctorate,Single,40-60K,24,9.255982729854884,Blue,6,3,2,1961,9.04852707581358,0.713,,65,0.667,0.187,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5285,50.0,F,2,Unknown,Divorced,,36,7.956827122090111,Blue,3,2,4,527,7.752764808851328,0.678,8.201111644442758,69,0.605,0.185,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4268,40.0,F,4,Graduate,Married,below 40K,24,8.98894529119609,Blue,3,3,2,1402,8.796641458940915,0.873,7.3752557780097545,34,0.789,0.175,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
10077,,M,4,Uneducated,Single,60-80K,41,7.785305182539862,Blue,6,2,2,1540,6.762729506931879,0.469,6.99117688712121,29,1.231,0.64,open,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
8793,45.0,F,2,Unknown,Single,below 40K,41,8.629807335785372,Blue,6,2,2,0,8.629807335785372,0.833,8.074649075066652,64,0.422,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
7622,44.0,M,3,Graduate,Unknown,80-120K,33,10.449178263628198,Blue,3,3,3,0,10.449178263628198,0.483,7.02108396428914,27,0.35,0.0,open,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1108,30.0,M,0,Graduate,Married,,23,8.309676895987726,Blue,6,2,4,0,8.309676895987726,0.776,8.917712757131387,70,0.707,0.0,closed,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
9259,55.0,M,2,Doctorate,Married,60-80K,36,9.7066816015412,Blue,3,4,3,1682,9.598659321249377,0.631,7.364547014255642,36,1.118,0.102,open,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
1614,51.0,M,3,College,Married,120K and more,40,10.449178263628198,Blue,3,3,2,1476,10.405474227634915,0.763,9.557116483735667,119,0.776,0.043,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
84,,F,2,Graduate,Unknown,Unknown,34,9.871635623086945,Blue,5,2,2,1142,9.810878720803466,0.655,7.491087593534876,48,0.455,0.059,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
6513,41.0,M,3,High School,Married,40-60K,33,8.405143687607614,Blue,4,2,1,680,8.240121298076472,1.608,6.836259277277067,18,1.571,0.152,open,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1020,42.0,M,4,High School,Single,60-80K,33,9.152923101106232,Blue,5,1,3,838,9.05998249038762,0.654,8.057377488557991,63,0.853,0.089,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2464,45.0,M,3,Graduate,Married,40-60K,35,8.147288258706624,Blue,5,4,2,1200,7.720461694599722,0.597,9.12598002335811,30,0.304,0.347,open,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8966,38.0,M,3,College,Single,,26,7.271217139609844,Blue,3,3,2,0,7.271217139609844,0.399,9.314249835366695,32,0.455,0.0,closed,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1892,34.0,M,3,High School,Single,80-120K,21,10.449178263628198,Silver,6,4,3,2517,10.373459931293572,0.791,7.972810784121404,75,0.923,0.073,open,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
8513,41.0,,3,High School,Unknown,40-60K,33,7.40184157874383,Blue,4,3,4,0,7.40184157874383,0.481,7.715123603632105,44,0.571,0.0,closed,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1435,49.0,F,3,Uneducated,Single,,38,7.884199933676039,Blue,1,2,3,2283,5.918893854273146,0.751,7.777373602657861,49,0.485,0.86,closed,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8319,39.0,M,3,High School,Single,60-80K,36,8.843470781627381,Blue,4,2,3,1691,8.563695025067657,0.534,7.23561914106675,27,0.929,0.244,open,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
9371,36.0,M,3,Uneducated,Married,80-120K,31,9.464439807410837,Blue,3,3,5,1620,9.330165765044532,0.576,7.7406644019172415,60,2.315,0.126,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
1109,41.0,F,2,High School,Single,below 40K,34,7.415175109613295,Blue,1,3,4,0,7.415175109613295,0.786,7.813187267521416,49,0.75,0.0,closed,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4794,40.0,M,3,Graduate,Divorced,below 40K,36,11.53938237393259,Silver,1,3,2,1658,9.18512512283512,0.989,,58,0.706,0.145,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4759,63.0,F,1,College,Single,40-60K,56,8.029758520440822,Blue,5,3,2,2044,6.934397209928558,0.91,8.396831834745054,68,0.659,0.666,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
106,45.0,M,4,Graduate,Married,60-80K,34,7.912423121473705,Blue,6,2,3,1868,6.760414691083428,0.533,8.272570608424903,66,0.65,0.684,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8562,40.0,F,5,Unknown,Married,40-60K,24,7.938445551164788,Blue,1,1,2,1747,6.962243464266207,0.954,8.534836626588833,71,1.029,0.623,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
9511,47.0,M,4,High School,Divorced,60-80K,36,7.592366128519796,Blue,1,1,1,989,6.901737206656574,0.726,8.530109416682784,80,0.667,0.499,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1029,37.0,M,1,Graduate,Single,80-120K,24,9.333354147871328,Blue,36,3,4,0,9.333354147871328,0.474,8.478244441277663,71,0.479,0.0,open,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
5595,48.0,F,5,Graduate,Single,below 40K,38,7.380879035564116,Blue,5,3,2,1300,5.720311776607412,0.95,8.410720946905721,67,0.718,0.81,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
6876,48.0,F,3,Graduate,Married,Unknown,41,8.996404301412886,Blue,1,2,2,2426,8.639056779173078,0.72,8.588955557643128,93,0.788,0.3,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
3080,47.0,F,3,Graduate,Married,40-60K,31,8.611775833902186,Blue,6,3,6,0,8.611775833902186,0.548,7.556427969440253,34,0.308,0.0,closed,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4258,47.0,F,3,Unknown,Single,Unknown,40,8.8698199525084,Blue,1,3,0,1637,8.608312784783722,0.699,8.467582690862903,81,2.5,0.23,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
2506,46.0,M,4,Unknown,Single,60-80K,31,9.962982124321767,Blue,4,1,4,1202,9.90468683311161,0.755,11.500052968747553,96,0.655,0.057,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5715,60.0,F,1,Unknown,Unknown,,48,8.587092318795905,Blue,3,3,4,2057,8.103191752285786,0.763,8.344029572407049,83,0.766,0.384,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
7128,54.0,M,3,Post-Graduate,Married,120K and more,42,8.036573409707312,Blue,6,3,4,2165,6.831953565565855,0.676,7.221835825288449,37,0.542,0.7,open,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5262,46.0,,4,High School,Married,below 40K,33,7.547501682814967,Blue,1,3,0,1738,5.062595033026967,0.647,8.431199478249262,75,0.923,0.917,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9355,41.0,F,3,Graduate,Married,,29,7.580189417944541,Blue,6,3,1,1268,6.53813982376767,0.731,8.360539381370861,61,0.649,0.647,open,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
9243,43.0,M,1,High School,Married,40-60K,25,7.38770923908104,Blue,6,3,3,0,7.38770923908104,0.794,8.509362612301048,78,0.814,0.0,open,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
4274,46.0,F,2,High School,Married,Unknown,39,9.416947954650293,Blue,3,1,2,1292,9.305923241869912,0.537,8.337348564497175,63,3.75,0.105,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
7474,51.0,M,4,College,Single,120K and more,33,10.449178263628198,Gold,2,2,2,1848,10.394151284478166,0.775,9.557399229195953,103,0.689,0.054,open,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5852,44.0,,5,Post-Graduate,Unknown,below 40K,33,9.11305824916963,Blue,3,3,2,2466,8.795884972029885,0.446,8.823647949191303,60,1.069,0.272,closed,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2449,39.0,F,2,Graduate,Married,Unknown,31,7.271217139609844,Blue,4,2,3,997,6.089724916275501,1.867,7.8567067930958405,47,0.958,0.693,open,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
3403,38.0,F,2,Uneducated,Single,below 40K,32,7.724888439323074,Blue,5,3,3,0,7.724888439323074,0.479,7.093404625868766,28,0.333,0.0,open,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
7062,42.0,F,3,High School,Married,40-60K,34,7.368339686311381,Blue,6,3,1,1381,5.318119993844216,0.706,7.7664168980196555,40,0.379,0.871,closed,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
3612,40.0,F,3,College,Single,40-60K,28,10.015073648988146,Silver,2,1,2,1873,9.927594627879362,0.701,8.934059722248843,94,0.567,0.084,open,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
